"","sex","birth","marriage","religion","income","code_job","code_region"
"8246",1,2009,0,1,NA,NA,5
"8247",1,1954,1,1,39,999,5
"8248",2,1959,1,1,146,313,5
"8249",1,1980,1,2,994,221,2
"8250",1,1932,1,1,NA,NA,5
"8251",2,1931,1,1,NA,NA,5
"8252",2,1982,1,2,494,222,2
"8253",1,2014,0,2,NA,NA,2
"8254",1,1970,1,2,NA,873,5
"8255",2,1973,1,2,NA,NA,5
"8256",2,1995,5,2,NA,NA,5
"8257",2,1999,5,2,NA,NA,5
"8258",2,1985,1,2,NA,NA,2
"8259",1,1982,1,2,641,313,2
"8260",1,2013,0,2,NA,NA,2
"8261",2,2015,0,2,NA,NA,2
"8262",1,1950,1,2,NA,611,5
"8263",2,1952,1,2,29,421,5
"8264",2,1928,2,1,NA,NA,5
"8265",2,1932,2,2,NA,NA,5
"8266",2,1934,2,2,NA,NA,5
"8267",1,1973,3,2,230,510,5
"8268",2,1978,3,2,NA,NA,5
"8269",1,1998,5,2,NA,NA,5
"8270",2,2001,0,2,NA,NA,5
"8271",1,2003,0,2,NA,NA,5
"8272",1,1960,1,2,NA,NA,5
"8273",2,1964,1,2,NA,NA,5
"8274",1,1988,5,2,NA,613,5
"8275",2,1990,5,2,NA,NA,5
"8276",1,1962,1,2,NA,823,5
"8277",2,1971,1,1,NA,999,5
"8278",1,1992,5,2,210,521,5
"8279",1,1974,1,2,373,743,5
"8280",2,1978,1,2,NA,NA,5
"8281",1,2004,0,2,NA,NA,5
"8282",1,2007,0,2,NA,NA,5
"8283",1,1937,1,1,NA,NA,5
"8284",2,1937,1,1,NA,NA,5
"8285",1,1937,1,2,NA,NA,5
"8286",2,1941,1,2,NA,NA,5
"8287",1,1960,3,1,NA,611,5
"8288",2,1992,5,1,73,313,1
"8289",2,1995,5,2,249,930,5
"8290",2,1937,2,1,NA,NA,5
"8291",1,1951,1,2,NA,NA,5
"8292",2,1957,1,2,NA,611,5
"8293",1,1982,5,2,NA,611,5
"8294",1,1956,1,2,189,942,5
"8295",2,1959,1,2,NA,611,5
"8296",1,1981,1,2,300,231,7
"8297",2,1982,1,2,NA,NA,7
"8298",2,1942,2,1,NA,NA,5
"8299",1,1960,1,2,NA,611,5
"8300",2,1964,1,2,NA,611,5
"8301",1,1993,5,2,NA,NA,5
"8302",1,1958,1,1,NA,613,5
"8303",2,1961,1,1,28,421,5
"8304",2,1983,1,2,260,313,7
"8305",1,1937,5,1,NA,NA,5
"8306",1,1985,1,1,NA,NA,5
"8307",1,1979,1,2,160,521,7
"8308",1,2012,0,2,NA,NA,7
"8309",1,1961,1,2,NA,611,5
"8310",2,1969,1,2,NA,611,5
"8311",1,1998,5,2,NA,NA,5
"8312",2,2001,0,2,NA,NA,5
"8313",2,1935,2,2,NA,NA,2
"8314",1,1965,1,1,385,841,2
"8315",2,1956,1,1,NA,152,2
"8316",1,1971,1,2,NA,875,5
"8317",2,1974,1,2,159,442,5
"8318",2,2001,0,2,NA,NA,5
"8319",1,1943,1,2,NA,611,5
"8320",2,1949,1,2,NA,521,5
"8321",1,1975,3,2,238,875,5
"8322",1,1925,2,2,NA,NA,5
"8323",2,1941,2,2,28,930,5
"8324",2,1945,2,2,NA,NA,5
"8325",1,1979,5,2,NA,NA,5
"8326",2,1928,2,2,NA,NA,5
"8327",2,1942,2,2,28,930,5
"8328",2,1933,2,2,29,930,5
"8329",1,1937,1,2,NA,NA,5
"8330",2,1941,1,2,NA,NA,5
"8331",1,1968,1,2,NA,521,5
"8332",2,1972,1,2,317,930,5
"8333",2,1996,5,2,47,521,5
"8334",2,1998,5,2,NA,NA,5
"8335",2,2002,0,2,NA,NA,5
"8336",1,1964,1,2,264,874,5
"8337",2,1973,1,2,258,930,5
"8338",2,1993,5,2,155,246,5
"8339",2,1994,5,2,149,313,5
"8340",2,1934,2,2,NA,NA,5
"8341",1,1941,1,2,NA,611,5
"8342",2,1940,1,2,NA,611,5
"8343",1,1934,1,2,NA,611,5
"8344",2,1939,1,2,NA,611,5
"8345",2,1964,2,2,158,930,5
"8346",2,1998,5,2,NA,NA,5
"8347",1,1947,2,2,NA,941,5
"8348",1,1979,1,2,NA,922,2
"8349",2,1981,1,2,238,399,2
"8350",1,2002,0,2,NA,NA,2
"8351",2,2008,0,2,NA,NA,2
"8352",1,1933,1,1,NA,NA,5
"8353",2,1935,1,1,NA,NA,5
"8354",2,1937,2,1,NA,NA,5
"8355",2,1942,2,2,NA,NA,5
"8356",1,1966,3,2,NA,620,5
"8357",2,1939,2,2,NA,NA,5
"8358",2,1935,2,2,NA,NA,5
"8359",1,1930,1,2,NA,NA,5
"8360",2,1940,1,1,NA,NA,5
"8361",2,1954,3,1,136,941,5
"8362",1,1996,5,2,150,952,5
"8363",1,1935,1,2,NA,611,5
"8364",2,1936,1,2,NA,611,5
"8365",1,1978,1,2,429,930,5
"8366",1,1947,1,1,NA,441,5
"8367",2,1954,1,1,NA,441,5
"8368",2,1982,5,1,132,442,5
"8369",1,1979,5,1,72,442,5
"8370",2,1971,3,1,NA,NA,5
"8371",2,1951,2,1,230,422,5
"8372",1,1971,3,1,359,139,5
"8373",2,1978,5,2,NA,NA,5
"8374",1,1947,3,1,NA,NA,5
"8375",1,1973,3,2,242,875,5
"8376",1,1958,1,1,NA,NA,5
"8377",2,1966,1,1,170,442,5
"8378",2,1996,5,1,NA,NA,5
"8379",1,1940,1,2,NA,873,5
"8380",2,1942,1,2,NA,441,5
"8381",2,1971,5,2,NA,999,5
"8382",2,1974,2,2,158,899,5
"8383",2,2002,0,2,NA,NA,5
"8384",2,1960,3,2,350,910,5
"8385",1,1987,5,2,300,743,5
"8386",1,1962,1,2,330,762,7
"8387",2,1966,1,2,250,953,7
"8388",1,1990,5,2,300,320,5
"8389",1,1993,5,2,NA,NA,7
"8390",1,1952,1,2,48,942,7
"8391",2,1960,1,2,30,951,7
"8392",2,1982,1,2,205,247,5
"8393",1,1983,1,2,406,821,7
"8394",1,1978,1,2,419,853,5
"8395",2,2007,0,2,NA,NA,5
"8396",1,2010,0,2,NA,NA,5
"8397",2,1985,1,2,270,312,7
"8398",1,2013,0,2,NA,NA,7
"8399",1,1974,1,2,684,312,7
"8400",2,1941,2,2,24,941,7
"8401",2,1980,1,2,60,442,7
"8402",2,2007,0,2,NA,NA,7
"8403",2,2008,0,2,NA,NA,7
"8404",1,1954,1,2,185,942,7
"8405",2,1962,1,2,240,930,7
"8406",2,1968,3,2,NA,NA,7
"8407",2,1995,5,2,NA,NA,7
"8408",1,1949,1,2,140,942,7
"8409",2,1952,1,2,30,951,7
"8410",2,1978,1,1,450,313,7
"8411",2,1982,5,2,400,442,5
"8412",1,1977,1,1,333,320,7
"8413",2,2014,0,1,NA,NA,7
"8414",1,1946,1,1,NA,NA,7
"8415",2,1953,1,1,NA,NA,7
"8416",1,1979,1,2,419,252,6
"8417",2,1984,1,2,402,252,6
"8418",2,2015,0,2,NA,NA,6
"8419",1,1961,1,2,219,873,7
"8420",2,1968,1,2,150,941,7
"8421",2,1990,5,2,373,222,5
"8422",2,1992,5,2,141,246,5
"8423",1,1966,1,2,663,311,7
"8424",2,1971,1,2,592,252,7
"8425",2,2000,0,2,NA,NA,7
"8426",2,2008,0,2,NA,NA,7
"8427",1,1970,1,2,395,312,7
"8428",2,1975,1,2,150,282,7
"8429",1,2003,0,2,NA,NA,7
"8430",2,2004,0,2,NA,NA,7
"8431",2,1943,2,2,NA,NA,7
"8432",1,1942,1,2,NA,611,7
"8433",2,1947,1,2,NA,NA,7
"8434",1,1952,2,2,NA,NA,7
"8435",1,1941,1,1,159,873,7
"8436",2,1942,1,1,NA,NA,7
"8437",1,1974,5,1,100,259,7
"8438",1,1940,1,1,24,999,7
"8439",2,1947,1,1,NA,NA,7
"8440",1,1934,2,1,NA,NA,7
"8441",1,1945,1,2,NA,611,7
"8442",2,1946,1,1,NA,611,7
"8443",1,1938,2,1,NA,NA,7
"8444",1,1969,3,1,326,930,2
"8445",2,2006,0,2,NA,NA,2
"8446",2,2008,0,2,NA,NA,2
"8447",1,1949,1,2,NA,611,7
"8448",2,1957,1,1,NA,611,7
"8449",1,1979,1,2,695,821,7
"8450",2,1979,1,2,NA,259,7
"8451",2,2011,0,2,NA,NA,7
"8452",2,2016,0,2,NA,NA,7
"8453",1,1944,1,2,NA,611,7
"8454",2,1952,1,2,NA,611,7
"8455",1,1934,1,2,NA,611,7
"8456",2,1935,1,2,NA,NA,7
"8457",2,1939,2,1,NA,611,7
"8458",2,1933,2,2,NA,611,7
"8459",1,1954,1,2,NA,611,7
"8460",2,1957,1,1,NA,611,7
"8461",1,1952,1,2,NA,611,7
"8462",2,1955,1,2,NA,611,7
"8463",2,1988,5,2,334,930,7
"8464",1,1947,1,2,NA,611,7
"8465",2,1953,1,2,NA,611,7
"8466",1,1991,5,2,310,231,7
"8467",1,1937,1,1,NA,611,7
"8468",2,1939,1,1,NA,611,7
"8469",1,1926,1,2,NA,NA,7
"8470",2,1938,1,2,24,941,7
"8471",1,1936,1,2,NA,611,7
"8472",2,1936,1,1,NA,611,7
"8473",1,1934,2,2,NA,611,7
"8474",1,1949,1,2,NA,611,7
"8475",2,1955,1,2,NA,611,7
"8476",1,1939,1,2,NA,611,7
"8477",2,1944,1,2,NA,611,7
"8478",1,1965,1,1,1175,235,5
"8479",2,1971,1,1,246,313,5
"8480",2,1994,5,1,70,442,5
"8481",2,1997,5,1,60,953,5
"8482",1,1999,5,1,NA,NA,5
"8483",1,1956,5,1,NA,NA,7
"8484",2,1925,2,1,NA,NA,7
"8485",1,1940,1,2,NA,611,7
"8486",2,1945,1,2,NA,991,7
"8487",2,1934,2,1,24,941,7
"8488",2,1943,2,2,24,941,7
"8489",1,1956,1,1,NA,611,5
"8490",2,1961,1,1,NA,422,5
"8491",1,1986,5,1,210,243,5
"8492",1,1956,1,2,NA,851,5
"8493",2,1949,1,2,NA,399,5
"8494",2,1965,5,2,NA,521,5
"8495",2,1974,1,2,230,314,5
"8496",1,1981,1,2,NA,NA,5
"8497",1,2007,0,2,NA,NA,5
"8498",1,2009,0,2,NA,NA,5
"8499",1,1966,1,2,468,311,5
"8500",2,1966,1,1,189,247,5
"8501",2,1996,5,1,NA,NA,5
"8502",2,1999,5,1,NA,NA,5
"8503",1,2000,0,1,NA,NA,5
"8504",1,1947,1,1,NA,611,5
"8505",2,1948,1,1,NA,611,5
"8506",1,1964,1,1,NA,773,5
"8507",2,1965,1,1,417,510,5
"8508",1,1988,5,2,210,441,1
"8509",2,1992,1,2,NA,521,6
"8510",1,1991,1,2,210,521,6
"8511",1,2016,0,2,NA,NA,6
"8512",2,1949,2,2,162,421,5
"8513",1,1952,1,2,NA,611,5
"8514",2,1958,1,2,NA,611,5
"8515",2,1979,5,2,223,313,5
"8516",2,1980,1,2,NA,NA,5
"8517",1,1979,1,2,517,854,5
"8518",2,2009,0,2,NA,NA,5
"8519",2,2012,0,2,NA,NA,5
"8520",1,1958,1,2,NA,NA,5
"8521",2,1960,1,2,120,721,5
"8522",1,1985,1,1,312,743,5
"8523",2,1984,1,1,167,510,5
"8524",1,1952,1,2,NA,710,5
"8525",2,1958,1,2,500,710,5
"8526",2,1986,1,1,260,247,5
"8527",1,1982,1,1,320,313,5
"8528",2,2011,0,1,NA,NA,5
"8529",1,1945,1,2,NA,NA,5
"8530",2,1951,1,2,NA,NA,5
"8531",2,1942,2,1,24,941,5
"8532",1,1954,5,2,NA,422,5
"8533",1,1974,1,1,NA,922,5
"8534",2,1976,1,1,144,246,5
"8535",2,1999,5,1,NA,NA,5
"8536",1,2002,0,1,NA,NA,5
"8537",2,1940,2,2,24,941,5
"8538",1,1976,5,1,263,873,5
"8539",2,1936,2,1,24,941,5
"8540",1,1958,1,1,NA,762,5
"8541",2,1961,1,1,277,521,5
"8542",1,1983,5,2,NA,NA,5
"8543",1,1985,5,2,450,312,5
"8544",2,1932,2,1,NA,NA,5
"8545",1,1939,1,2,NA,611,5
"8546",2,1936,1,2,NA,611,5
"8547",2,1937,2,1,NA,NA,5
"8548",1,1964,1,1,533,311,5
"8549",2,1966,1,2,180,530,5
"8550",2,1930,2,1,NA,NA,5
"8551",1,1953,5,2,NA,613,5
"8552",1,1964,3,2,NA,753,5
"8553",2,1933,2,2,NA,NA,5
"8554",1,1971,5,2,NA,910,5
"8555",1,1938,1,2,NA,611,5
"8556",2,1942,1,2,NA,611,5
"8557",1,1942,5,1,NA,NA,5
"8558",2,1934,2,1,NA,NA,5
"8559",1,1963,1,2,NA,751,5
"8560",2,1966,1,2,NA,NA,5
"8561",2,1994,5,2,NA,NA,5
"8562",2,2003,0,2,NA,NA,5
"8563",1,1971,1,2,508,311,5
"8564",2,1977,1,2,NA,NA,5
"8565",1,1998,5,2,NA,NA,5
"8566",2,1999,5,2,NA,NA,5
"8567",1,1974,1,1,543,411,5
"8568",2,1975,1,1,395,311,5
"8569",2,2005,0,1,NA,NA,5
"8570",1,2008,0,1,NA,NA,5
"8571",1,1975,1,2,NA,441,5
"8572",2,1978,1,2,NA,442,5
"8573",2,2006,0,2,NA,NA,5
"8574",1,2007,0,2,NA,NA,5
"8575",1,1976,1,2,624,252,5
"8576",2,1976,1,2,NA,NA,5
"8577",1,2005,0,2,NA,NA,5
"8578",1,2007,0,2,NA,NA,5
"8579",1,1971,1,1,425,762,5
"8580",2,1975,1,1,NA,530,5
"8581",1,2006,0,1,NA,NA,5
"8582",1,2008,0,1,NA,NA,5
"8583",1,1964,1,2,NA,NA,5
"8584",2,1968,1,2,NA,521,5
"8585",2,1996,5,2,NA,NA,5
"8586",1,1999,5,2,NA,NA,5
"8587",1,2002,0,2,NA,NA,5
"8588",1,1947,1,2,NA,NA,5
"8589",2,1956,1,2,NA,NA,5
"8590",2,1991,5,2,NA,NA,5
"8591",1,1942,1,1,NA,611,5
"8592",2,1952,1,1,NA,611,5
"8593",1,1979,1,1,283,611,5
"8594",2,1981,1,1,80,999,5
"8595",1,2007,0,2,NA,NA,5
"8596",1,2012,0,2,NA,NA,5
"8597",1,2014,0,2,NA,NA,5
"8598",1,1932,1,1,NA,611,5
"8599",2,1938,1,1,NA,611,5
"8600",1,1941,1,1,NA,611,5
"8601",2,1940,1,1,NA,611,5
"8602",2,1931,2,2,NA,NA,5
"8603",2,1974,2,2,NA,NA,5
"8604",2,1999,5,2,NA,NA,5
"8605",1,2000,0,2,NA,NA,5
"8606",2,1940,2,2,NA,NA,5
"8607",1,1954,1,2,NA,611,5
"8608",2,1960,1,1,NA,611,5
"8609",1,1953,1,2,NA,611,5
"8610",2,1959,1,1,NA,611,5
"8611",2,2010,0,2,NA,NA,5
"8612",2,1942,2,2,NA,611,5
"8613",2,1973,3,1,NA,NA,5
"8614",1,2003,0,2,NA,NA,5
"8615",2,1960,2,2,NA,611,5
"8616",2,1932,2,2,NA,NA,5
"8617",1,1938,1,2,NA,611,5
"8618",2,1939,1,2,NA,611,5
"8619",2,1938,2,1,NA,611,5
"8620",2,1938,2,2,NA,611,5
"8621",1,1981,5,2,248,753,5
"8622",1,1940,1,1,NA,NA,5
"8623",2,1943,1,1,NA,NA,5
"8624",1,1973,1,1,NA,611,5
"8625",2,1973,1,1,NA,NA,5
"8626",2,2000,0,1,NA,NA,5
"8627",1,2012,0,1,NA,NA,5
"8628",1,2015,0,1,NA,NA,5
"8629",2,1940,2,2,NA,NA,5
"8630",2,1935,2,1,NA,NA,5
"8631",2,1952,2,2,NA,NA,5
"8632",2,1940,2,1,NA,NA,1
"8633",1,1973,1,1,NA,521,5
"8634",2,1974,1,1,NA,521,5
"8635",1,2000,0,1,NA,NA,5
"8636",2,2002,0,1,NA,NA,5
"8637",1,1945,1,1,NA,611,5
"8638",2,1951,1,1,NA,NA,5
"8639",1,1977,1,1,584,753,5
"8640",1,1979,5,2,NA,791,5
"8641",2,1980,1,1,NA,159,5
"8642",2,2010,0,1,NA,NA,5
"8643",2,2013,0,1,NA,NA,5
"8644",1,1954,1,1,NA,521,5
"8645",2,1955,1,1,NA,NA,5
"8646",2,1932,2,1,NA,NA,5
"8647",1,1954,1,1,NA,141,5
"8648",1,1935,1,2,NA,NA,5
"8649",2,1934,1,2,NA,NA,5
"8650",2,1956,3,1,NA,422,5
"8651",1,1944,1,2,NA,NA,5
"8652",2,1944,1,2,NA,NA,5
"8653",1,1978,1,2,435,510,2
"8654",2,1983,1,2,NA,NA,2
"8655",2,1939,2,2,NA,941,5
"8656",1,1939,1,1,NA,NA,5
"8657",2,1939,1,1,NA,NA,5
"8658",1,1942,1,2,NA,NA,5
"8659",2,1953,1,2,NA,NA,5
"8660",1,1941,1,2,NA,NA,5
"8661",2,1944,1,2,NA,NA,5
"8662",1,1938,1,1,NA,NA,5
"8663",2,1937,1,1,NA,NA,5
"8664",2,1930,2,2,NA,NA,5
"8665",2,1933,2,1,NA,NA,5
"8666",1,1968,1,2,230,312,5
"8667",2,1971,1,2,180,441,5
"8668",2,1995,5,2,212,245,5
"8669",2,1997,5,2,NA,NA,5
"8670",2,1926,2,2,NA,NA,5
"8671",2,1954,2,1,NA,611,5
"8672",2,1929,2,1,NA,NA,5
"8673",1,1983,1,1,NA,611,5
"8674",2,1983,1,1,NA,NA,5
"8675",2,2012,0,1,NA,NA,5
"8676",1,2015,0,1,NA,NA,5
"8677",1,1937,1,2,NA,611,5
"8678",2,1942,1,2,NA,611,5
"8679",2,1974,3,2,NA,952,5
"8680",1,1948,1,1,NA,NA,5
"8681",2,1952,1,1,50,951,5
"8682",1,1950,1,2,NA,611,5
"8683",2,1955,1,2,NA,611,5
"8684",1,1981,1,2,NA,259,5
"8685",2,1985,1,2,NA,NA,2
"8686",2,1924,2,2,NA,NA,5
"8687",2,1982,1,2,NA,NA,5
"8688",1,2011,0,2,NA,NA,5
"8689",1,1981,1,2,302,313,2
"8690",2,2012,0,2,NA,NA,2
"8691",1,2016,0,2,NA,NA,5
"8692",1,2016,0,2,NA,NA,2
"8693",2,1951,2,1,NA,NA,5
"8694",1,1941,1,1,NA,611,5
"8695",2,1939,1,1,NA,611,5
"8696",2,1932,2,2,NA,NA,5
"8697",1,1958,3,2,180,942,5
"8698",1,1943,1,1,NA,NA,5
"8699",2,1948,1,1,NA,NA,5
"8700",1,1954,1,1,NA,613,5
"8701",2,1960,1,1,NA,613,5
"8702",2,1937,2,1,NA,NA,5
"8703",2,1928,2,2,NA,NA,5
"8704",2,1938,2,2,NA,NA,5
"8705",2,1937,2,2,NA,611,5
"8706",2,1936,2,2,NA,NA,5
"8707",2,1928,2,2,NA,NA,5
"8708",1,1935,1,1,NA,NA,5
"8709",2,1934,1,1,NA,NA,5
"8710",1,1974,5,2,150,941,5
"8711",2,1942,2,2,NA,611,5
"8712",2,1976,3,2,NA,NA,5
"8713",1,1998,5,2,NA,NA,5
"8714",1,1933,1,2,NA,NA,5
"8715",2,1940,1,2,NA,NA,5
"8716",2,1947,2,2,NA,NA,5
"8717",2,1939,2,2,NA,611,5
"8718",2,1930,2,2,NA,NA,5
"8719",1,1937,1,2,NA,611,5
"8720",2,1942,1,2,NA,NA,5
"8721",1,1965,1,2,NA,864,5
"8722",2,1967,1,2,140,521,5
"8723",1,1992,5,2,NA,NA,5
"8724",1,1994,5,2,NA,NA,5
"8725",1,1953,1,2,NA,611,5
"8726",2,1953,1,2,NA,611,5
"8727",1,1937,1,2,NA,NA,5
"8728",2,1944,1,2,NA,611,5
"8729",2,1920,6,2,NA,NA,5
"8730",1,1942,1,1,85,941,5
"8731",2,1945,1,1,NA,611,5
"8732",1,1945,1,2,NA,NA,5
"8733",2,1944,1,2,NA,NA,5
"8734",2,1935,2,2,24,941,5
"8735",1,1956,1,2,NA,611,5
"8736",2,1960,1,2,170,941,5
"8737",1,1940,1,2,NA,611,5
"8738",2,1941,1,2,NA,611,5
"8739",2,1942,2,2,NA,NA,5
"8740",1,1969,1,2,837,111,2
"8741",2,1974,1,2,NA,NA,2
"8742",2,2000,0,2,NA,NA,2
"8743",2,2002,0,2,NA,NA,2
"8744",1,1972,1,2,773,236,7
"8745",2,1971,1,1,NA,NA,7
"8746",2,1998,5,2,NA,NA,7
"8747",2,2000,0,2,NA,NA,7
"8748",1,2005,0,2,NA,NA,7
"8749",1,1972,1,2,857,235,5
"8750",2,1974,1,2,NA,NA,5
"8751",2,2000,0,2,NA,NA,5
"8752",2,2003,0,2,NA,NA,5
"8753",1,2012,0,2,NA,NA,5
"8754",1,1972,1,1,829,235,2
"8755",2,1972,1,1,267,254,2
"8756",1,2001,0,1,NA,NA,2
"8757",2,2005,0,1,NA,NA,2
"8758",1,1971,1,2,725,232,2
"8759",2,1973,1,2,NA,NA,2
"8760",1,1999,5,2,NA,NA,2
"8761",2,2002,0,2,NA,NA,2
"8762",1,1966,1,2,NA,611,5
"8763",2,1967,1,1,NA,611,5
"8764",2,1991,1,1,NA,NA,5
"8765",2,1994,5,2,211,245,5
"8766",1,1996,5,2,161,930,5
"8767",2,1939,2,1,NA,NA,5
"8768",1,1989,1,2,363,312,5
"8769",2,2016,0,2,NA,NA,5
"8770",1,1939,1,1,NA,611,5
"8771",2,1948,1,1,NA,611,5
"8772",1,1968,1,1,NA,773,5
"8773",2,1971,1,1,158,246,5
"8774",1,1999,5,1,NA,442,5
"8775",1,2007,0,1,NA,NA,5
"8776",1,1947,1,1,NA,611,5
"8777",2,1954,1,1,NA,611,5
"8778",1,1980,3,2,NA,NA,5
"8779",1,1982,1,1,258,930,5
"8780",2,1983,1,1,NA,NA,5
"8781",2,2013,0,1,NA,NA,5
"8782",1,2015,0,1,NA,NA,5
"8783",1,1946,1,1,NA,611,5
"8784",2,1951,1,1,NA,NA,5
"8785",1,1935,1,1,NA,611,5
"8786",2,1937,1,1,NA,611,5
"8787",1,1968,1,1,178,991,6
"8788",2,1975,1,1,157,930,6
"8789",2,1934,2,1,NA,NA,6
"8790",1,1945,1,2,NA,NA,5
"8791",2,1952,1,2,62,951,5
"8792",1,1968,1,2,225,510,5
"8793",2,1971,1,2,NA,422,5
"8794",1,1970,1,2,NA,873,2
"8795",2,1977,1,2,NA,NA,2
"8796",1,2005,0,2,NA,NA,2
"8797",2,2008,0,2,NA,NA,2
"8798",2,2015,0,2,NA,NA,2
"8799",2,1938,2,1,NA,NA,5
"8800",2,1998,5,2,NA,NA,5
"8801",1,2001,0,2,NA,NA,5
"8802",2,2003,0,2,NA,NA,5
"8803",1,1956,1,2,NA,611,5
"8804",2,1957,1,2,NA,611,5
"8805",1,1984,5,2,NA,611,5
"8806",2,1987,5,2,254,245,5
"8807",1,1958,1,2,NA,873,5
"8808",2,1965,1,2,55,951,5
"8809",1,1998,5,2,NA,NA,5
"8810",2,1996,5,1,NA,521,5
"8811",1,1959,2,1,NA,743,5
"8812",1,1935,6,1,NA,611,5
"8813",2,1940,2,1,NA,611,5
"8814",1,1936,2,1,NA,NA,5
"8815",1,1971,5,1,278,873,5
"8816",2,1936,2,1,NA,NA,5
"8817",1,1925,2,1,NA,NA,5
"8818",2,1958,5,1,NA,611,5
"8819",1,1944,1,2,NA,NA,7
"8820",2,1949,1,2,NA,NA,7
"8821",1,1967,1,2,475,320,7
"8822",2,1970,1,2,169,253,7
"8823",2,2003,0,2,NA,NA,7
"8824",2,2004,0,2,NA,NA,7
"8825",1,1964,1,1,1041,312,7
"8826",2,1968,1,2,108,952,7
"8827",1,1993,5,2,NA,NA,7
"8828",1,1995,5,2,NA,NA,7
"8829",1,1941,1,2,NA,NA,7
"8830",2,1950,1,2,95,941,7
"8831",2,1975,3,2,NA,152,7
"8832",1,1977,5,2,300,231,7
"8833",2,1997,5,2,84,521,7
"8834",2,1935,2,1,NA,NA,7
"8835",2,1941,2,1,NA,NA,7
"8836",1,1970,1,2,333,521,7
"8837",2,1974,1,1,70,254,7
"8838",2,1998,5,2,NA,NA,7
"8839",2,1999,5,2,NA,NA,7
"8840",1,2005,0,2,NA,NA,7
"8841",2,1960,5,1,417,133,7
"8842",2,1932,1,1,NA,NA,7
"8843",1,1945,1,2,NA,873,7
"8844",2,1952,1,2,NA,611,7
"8845",2,1977,1,1,171,313,7
"8846",1,1976,1,1,448,311,7
"8847",2,2010,0,1,NA,NA,7
"8848",1,2011,0,1,NA,NA,7
"8849",1,1950,1,1,NA,NA,7
"8850",2,1953,1,1,NA,NA,7
"8851",1,1966,1,2,NA,730,7
"8852",2,1967,1,2,60,314,7
"8853",2,1993,5,2,170,139,7
"8854",2,1998,5,2,NA,NA,7
"8855",1,1999,5,2,NA,NA,7
"8856",1,1961,1,2,754,320,7
"8857",2,1965,1,2,NA,NA,7
"8858",2,1989,5,2,180,311,7
"8859",2,1993,5,2,NA,NA,7
"8860",2,1946,2,2,NA,NA,7
"8861",2,1944,2,1,NA,NA,7
"8862",1,1963,1,1,190,873,7
"8863",2,1963,1,1,250,253,7
"8864",2,1993,5,2,250,253,7
"8865",1,1995,5,2,NA,NA,7
"8866",1,1963,1,1,290,510,7
"8867",2,1968,1,1,185,246,7
"8868",2,1992,5,1,NA,NA,7
"8869",1,1994,5,1,NA,NA,7
"8870",1,1936,2,2,NA,NA,7
"8871",1,1941,1,1,24,999,7
"8872",2,1943,1,1,NA,NA,7
"8873",1,1978,1,2,NA,823,7
"8874",2,1978,1,2,60,999,7
"8875",2,2010,0,2,NA,NA,7
"8876",2,2013,0,2,NA,NA,7
"8877",2,1968,3,2,NA,NA,7
"8878",2,1993,5,2,254,312,1
"8879",2,1974,3,2,250,399,7
"8880",2,1997,5,2,NA,NA,7
"8881",1,2000,0,2,NA,NA,7
"8882",1,1994,5,2,186,120,7
"8883",1,1968,3,2,NA,611,7
"8884",1,1997,5,2,NA,NA,7
"8885",1,2001,0,1,NA,NA,7
"8886",2,1942,2,1,NA,NA,7
"8887",1,1976,5,2,NA,NA,7
"8888",1,1970,1,1,414,312,7
"8889",2,1974,1,1,NA,NA,7
"8890",2,2002,0,1,NA,NA,7
"8891",1,2004,0,1,NA,NA,7
"8892",1,2009,0,1,NA,NA,7
"8893",2,1948,4,1,NA,930,7
"8894",2,1958,2,2,200,941,7
"8895",1,1967,1,2,1365,312,7
"8896",2,1970,1,2,469,311,7
"8897",2,1997,5,2,NA,NA,7
"8898",1,2000,0,2,NA,NA,7
"8899",1,2002,0,2,NA,NA,7
"8900",2,1931,2,2,NA,NA,7
"8901",1,1951,3,1,NA,NA,7
"8902",2,1942,2,2,NA,NA,7
"8903",1,1975,1,2,200,922,7
"8904",2,1978,1,2,192,999,7
"8905",2,1999,5,2,NA,NA,7
"8906",1,1938,1,2,NA,NA,7
"8907",2,1947,1,1,NA,NA,7
"8908",2,1937,2,2,NA,NA,7
"8909",1,1942,1,1,NA,NA,7
"8910",2,1950,1,1,NA,NA,7
"8911",2,1937,2,2,NA,NA,7
"8912",1,1922,2,2,NA,NA,7
"8913",1,1961,5,2,NA,NA,6
"8914",1,1968,1,1,NA,873,7
"8915",2,1972,1,1,132,289,7
"8916",1,1995,5,1,NA,NA,7
"8917",2,1998,5,1,NA,NA,7
"8918",2,2001,0,1,NA,NA,7
"8919",2,1932,2,1,NA,NA,7
"8920",2,1986,1,1,36,442,7
"8921",1,1972,1,1,NA,431,7
"8922",1,1976,1,2,NA,510,2
"8923",2,1980,1,2,200,243,2
"8924",2,1982,3,2,198,246,7
"8925",2,2006,0,2,NA,NA,7
"8926",1,2008,0,2,NA,NA,7
"8927",1,1977,1,2,334,311,7
"8928",2,1976,1,2,365,252,7
"8929",1,2008,0,2,NA,NA,7
"8930",2,2009,0,2,NA,NA,7
"8931",1,1958,1,2,NA,841,7
"8932",2,1956,1,2,NA,NA,7
"8933",1,1988,5,2,150,841,7
"8934",1,1979,1,2,468,761,3
"8935",2,1981,1,2,NA,NA,3
"8936",1,2009,0,2,NA,NA,3
