"","sex","birth","marriage","religion","income","code_job","code_region"
"725",2,1965,1,2,NA,999,1
"726",2,1992,5,2,NA,NA,1
"727",2,1996,5,2,NA,NA,1
"728",1,1964,1,1,383,312,1
"729",2,1966,1,1,115,421,1
"730",1,1990,5,1,NA,930,1
"731",2,1997,5,1,35,259,1
"732",2,1953,3,1,21,421,1
"733",2,1936,2,2,NA,NA,1
"734",1,1950,1,2,NA,NA,1
"735",2,1954,1,2,NA,951,1
"736",2,1984,1,2,NA,NA,1
"737",2,1987,5,2,200,243,1
"738",1,1978,1,2,430,272,1
"739",2,2014,0,2,NA,NA,1
"740",2,1960,3,1,70,530,1
"741",2,1992,5,1,130,314,1
"742",2,1995,5,1,160,953,1
"743",2,1974,1,1,200,521,1
"744",1,1975,1,1,NA,441,1
"745",1,1968,1,2,436,873,1
"746",2,1971,1,2,210,999,1
"747",2,1997,5,2,NA,NA,1
"748",1,1969,1,2,758,213,1
"749",2,1970,1,2,NA,NA,1
"750",2,2002,0,2,NA,NA,1
"751",1,1958,1,1,230,863,1
"752",2,1958,1,2,NA,NA,1
"753",2,1960,4,2,130,521,1
"754",2,1984,5,2,NA,159,1
"755",1,1957,1,2,NA,521,5
"756",2,1960,1,2,NA,521,5
"757",2,1995,5,2,302,320,5
"758",2,1995,5,2,161,314,1
"759",1,1968,1,2,NA,842,1
"760",2,1971,1,1,65,421,1
"761",1,1998,5,2,NA,NA,1
"762",1,2001,0,1,NA,NA,1
"763",1,1952,1,1,280,141,1
"764",2,1952,1,1,NA,951,1
"765",2,1978,1,1,421,252,1
"766",2,1983,5,1,NA,281,1
"767",1,1975,1,1,NA,NA,1
"768",1,2008,0,1,NA,NA,1
"769",2,2010,0,1,NA,NA,1
"770",2,1980,1,1,NA,NA,1
"771",2,1983,5,2,NA,441,1
"772",1,1979,1,1,792,239,1
"773",2,2010,0,1,NA,NA,1
"774",1,1958,1,2,295,431,1
"775",2,1965,1,2,103,952,1
"776",2,1993,5,2,NA,NA,1
"777",2,1996,5,2,NA,NA,1
"778",1,1963,3,1,NA,522,1
"779",1,1939,1,2,NA,NA,1
"780",2,1947,1,2,108,941,1
"781",2,1945,2,1,NA,NA,1
"782",2,1930,2,2,NA,NA,1
"783",2,1938,2,1,NA,NA,1
"784",1,1966,3,1,NA,521,1
"785",2,1995,5,1,NA,NA,1
"786",2,1996,5,1,150,521,1
"787",2,1949,2,1,NA,NA,1
"788",2,1945,3,2,NA,NA,1
"789",2,1930,2,1,NA,NA,1
"790",2,1937,2,1,NA,NA,1
"791",2,1956,3,2,NA,441,1
"792",2,1988,5,2,250,722,1
"793",1,1932,1,2,NA,NA,1
"794",2,1942,1,1,NA,NA,1
"795",1,1950,6,2,NA,422,1
"796",2,1957,2,2,NA,NA,1
"797",1,1980,1,2,349,284,2
"798",1,1982,5,2,300,134,1
"799",2,1982,1,2,100,284,2
"800",2,1970,2,1,175,259,1
"801",1,2000,0,1,NA,NA,1
"802",1,2001,0,1,NA,NA,1
"803",1,1966,1,1,733,313,1
"804",2,1970,1,1,50,951,1
"805",2,1998,5,1,191,314,1
"806",2,2000,0,1,NA,NA,1
"807",1,1940,1,2,NA,NA,1
"808",2,1944,1,2,NA,NA,1
"809",1,1972,5,2,180,799,1
"810",2,1940,2,1,NA,NA,1
"811",2,1958,3,2,245,442,1
"812",2,1984,5,2,160,314,1
"813",2,1982,5,2,263,521,1
"814",1,1946,1,1,NA,274,1
"815",2,1950,1,1,NA,NA,1
"816",1,1969,1,2,285,510,1
"817",2,1972,1,2,119,441,1
"818",2,2001,0,2,NA,NA,1
"819",2,2003,0,2,NA,NA,1
"820",1,1960,1,1,NA,910,1
"821",2,1962,1,1,NA,442,1
"822",1,1942,1,1,165,942,1
"823",2,1941,1,1,NA,NA,1
"824",1,1952,1,2,NA,521,1
"825",2,1956,1,2,100,951,1
"826",2,1982,1,2,200,399,1
"827",1,1976,1,2,250,135,1
"828",1,2009,0,2,NA,NA,1
"829",2,2015,0,2,NA,NA,1
"830",1,1939,1,1,NA,NA,1
"831",2,1943,1,1,NA,NA,1
"832",2,1932,2,1,NA,NA,2
"833",2,1990,1,2,179,247,2
"834",1,1986,1,2,310,510,2
"835",2,2015,0,2,NA,NA,2
"836",1,1948,1,2,NA,NA,2
"837",2,1952,1,2,NA,NA,2
"838",1,1945,1,1,NA,NA,1
"839",2,1947,1,1,NA,NA,1
"840",1,1957,1,1,NA,NA,1
"841",2,1962,1,1,NA,951,1
"842",2,1981,1,1,200,314,1
"843",1,1983,5,1,NA,NA,1
"844",2,1954,2,1,NA,NA,1
"845",2,1975,5,1,300,285,1
"846",1,1980,1,2,252,222,1
"847",1,1939,1,2,NA,NA,1
"848",2,1946,1,1,NA,NA,1
"849",1,1968,1,1,607,271,1
"850",2,1969,1,1,NA,NA,1
"851",2,1997,5,1,NA,NA,1
"852",1,2000,0,1,NA,NA,1
"853",1,1964,1,1,239,874,1
"854",2,1972,1,1,230,530,1
"855",2,2001,0,1,NA,NA,1
"856",1,2002,0,1,NA,NA,1
"857",1,1962,1,1,500,235,1
"858",2,1961,1,1,60,392,1
"859",2,1986,5,1,150,612,1
"860",1,1992,5,1,NA,NA,1
"861",1,1943,1,2,NA,NA,1
"862",2,1946,1,2,NA,NA,1
"863",1,1940,1,1,NA,NA,1
"864",2,1942,1,1,NA,NA,1
"865",2,1947,3,2,24,153,7
"866",1,1958,3,2,NA,530,7
"867",2,1954,2,2,NA,NA,1
"868",1,1942,1,2,58,951,1
"869",2,1947,1,2,NA,NA,1
"870",1,1975,1,1,345,274,1
"871",2,1981,1,1,NA,NA,1
"872",1,2011,0,1,NA,NA,1
"873",1,2013,0,1,NA,NA,1
"874",2,1944,3,1,NA,NA,1
"875",2,1935,2,2,NA,NA,2
"876",2,1936,2,1,NA,NA,1
"877",2,1959,3,2,48,421,7
"878",2,1927,2,2,NA,NA,7
"879",1,1945,1,2,150,941,1
"880",2,1947,1,2,NA,NA,1
"881",1,1963,1,1,NA,873,1
"882",2,1960,1,1,375,510,1
"883",1,1955,1,1,165,314,7
"884",2,1956,1,1,NA,NA,7
"885",2,1987,1,1,NA,NA,7
"886",2,1989,5,1,221,313,7
"887",1,1981,1,1,840,312,7
"888",2,2016,0,1,NA,NA,7
"889",1,1956,1,2,NA,NA,5
"890",2,1940,2,1,NA,NA,1
"891",1,1971,5,1,NA,NA,1
"892",1,1936,1,2,NA,NA,7
"893",2,1939,1,2,NA,NA,7
"894",2,1964,1,2,NA,611,7
"895",1,1952,1,2,NA,611,7
"896",1,1956,1,1,NA,873,1
"897",2,1964,1,1,NA,NA,1
"898",2,1992,5,1,170,314,1
"899",2,1995,5,1,93,442,1
"900",1,1963,1,1,700,772,1
"901",2,1967,1,1,NA,NA,1
"902",2,1992,5,1,65,259,1
"903",2,1994,5,1,NA,314,1
"904",1,2003,0,1,NA,NA,1
"905",1,1939,1,2,NA,NA,1
"906",2,1946,1,1,NA,NA,1
"907",1,1967,1,2,658,312,1
"908",2,1966,1,2,150,999,1
"909",1,1993,5,2,220,799,1
"910",1,1970,5,2,NA,762,7
"911",2,1942,2,1,24,421,7
"912",1,1973,5,2,NA,442,7
"913",1,1948,1,2,70,910,1
"914",1,1981,1,2,544,222,1
"915",2,1984,5,2,150,399,1
"916",2,1953,1,2,NA,NA,1
"917",2,1985,1,1,308,223,1
"918",2,1931,2,1,NA,NA,1
"919",1,1969,1,2,847,312,2
"920",2,1971,1,2,NA,NA,2
"921",1,1998,5,2,60,442,2
"922",2,2001,0,2,NA,NA,2
"923",1,1974,1,2,527,922,1
"924",2,1976,1,2,NA,NA,1
"925",1,2005,0,2,NA,NA,1
"926",2,2007,0,2,NA,NA,1
"927",1,1974,1,2,660,274,1
"928",2,1975,1,2,358,252,1
"929",2,2004,0,2,NA,NA,1
"930",1,1971,1,2,0,313,7
"931",2,1979,1,1,600,252,7
"932",1,2005,0,2,NA,NA,7
"933",1,2007,0,2,NA,NA,7
"934",1,2013,0,2,NA,NA,7
"935",1,1969,1,2,432,892,2
"936",2,1969,1,1,183,953,2
"937",2,2001,0,1,NA,NA,2
"938",2,2002,0,1,NA,NA,2
"939",1,1970,1,1,1597,221,1
"940",2,1971,1,1,NA,NA,1
"941",2,2003,0,1,NA,NA,1
"942",1,1962,1,2,833,274,2
"943",2,1971,1,2,408,312,2
"944",2,2007,0,2,NA,NA,2
"945",2,1960,5,1,207,251,1
"946",2,1957,3,2,170,952,1
"947",2,1982,1,2,NA,NA,1
"948",2,1985,5,2,173,399,1
"949",1,1982,1,2,393,510,1
"950",2,2014,0,2,NA,NA,1
"951",2,2017,0,2,NA,NA,1
"952",1,1949,1,2,NA,NA,1
"953",2,1952,1,2,NA,NA,1
"954",1,1972,5,2,NA,NA,1
"955",1,1974,1,2,600,239,2
"956",2,1977,1,2,NA,NA,2
"957",2,2013,0,2,NA,NA,2
"958",2,1940,2,1,NA,NA,1
"959",1,1941,1,2,NA,NA,1
"960",2,1942,1,1,174,999,1
"961",2,1935,2,1,NA,NA,1
"962",1,1953,1,1,260,510,1
"963",2,1956,1,1,260,243,1
"964",1,1983,5,1,350,399,1
"965",1,1952,1,2,NA,773,1
"966",2,1956,1,1,NA,NA,1
"967",1,1983,5,2,NA,NA,1
"968",1,1952,1,2,711,313,1
"969",2,1950,1,2,NA,NA,1
"970",1,1979,1,2,542,261,1
"971",1,1982,5,2,371,236,1
"972",2,1984,1,1,NA,NA,1
"973",1,2011,0,1,NA,NA,1
"974",1,2011,0,1,NA,NA,1
"975",1,1932,6,1,NA,NA,1
"976",2,1938,2,1,NA,NA,1
"977",2,1936,2,1,NA,NA,1
"978",1,1952,1,2,NA,NA,1
"979",2,1957,1,2,NA,NA,1
"980",2,1984,1,1,315,239,7
"981",2,1989,5,2,NA,NA,1
"982",1,1983,1,1,481,312,7
"983",1,1967,1,1,1087,312,1
"984",2,1971,1,1,NA,259,1
"985",2,2003,0,2,NA,NA,1
"986",2,2006,0,2,NA,NA,1
"987",1,1956,1,2,241,792,1
"988",2,1956,1,2,NA,NA,1
"989",1,1986,5,2,44,510,1
"990",1,1947,1,2,NA,611,2
"991",2,1953,1,2,NA,873,2
"992",1,1963,1,1,380,248,2
"993",2,1966,1,1,NA,NA,2
"994",1,1995,5,1,NA,NA,2
"995",2,1999,5,1,NA,NA,2
"996",1,2001,0,1,NA,NA,2
"997",1,2005,0,1,NA,NA,2
"998",1,1944,1,1,221,313,1
"999",2,1946,1,1,NA,NA,1
"1000",2,1929,2,1,NA,NA,1
"1001",2,1940,2,1,NA,NA,1
"1002",2,1972,5,1,70,254,1
"1003",2,1951,2,2,NA,NA,1
"1004",2,1972,1,2,696,312,1
"1005",1,1974,1,2,399,312,2
"1006",1,1971,1,2,417,222,1
"1007",2,1978,1,2,307,521,2
"1008",2,1952,3,1,NA,441,1
"1009",2,1952,2,2,126,421,1
"1010",1,1979,1,1,182,874,2
"1011",2,1979,1,1,166,246,2
"1012",1,1977,1,1,542,159,1
"1013",2,1975,1,1,NA,NA,1
"1014",1,2010,0,1,NA,NA,1
"1015",1,2016,0,1,NA,NA,1
"1016",2,1963,2,1,140,421,2
"1017",2,1990,5,2,NA,NA,2
"1018",2,1992,5,2,215,399,2
"1019",2,1979,1,2,572,223,1
"1020",1,1979,1,2,567,222,1
"1021",2,2012,0,2,NA,NA,1
"1022",1,1929,2,1,NA,NA,1
"1023",1,1941,1,1,24,952,1
"1024",2,1944,1,1,24,952,1
"1025",1,1941,1,2,NA,NA,1
"1026",2,1942,1,2,NA,NA,1
"1027",1,1978,5,2,509,286,1
"1028",1,1974,1,2,NA,NA,1
"1029",2,1974,1,2,NA,NA,1
"1030",2,2006,0,2,NA,NA,1
"1031",1,2010,0,2,NA,NA,1
"1032",1,1940,1,1,NA,NA,2
"1033",2,1942,1,1,NA,NA,2
"1034",1,1981,1,2,560,530,1
"1035",2,1981,1,2,99,952,1
"1036",1,2006,0,2,NA,NA,1
"1037",2,2009,0,2,NA,NA,1
"1038",1,1975,1,2,573,222,1
"1039",2,1975,1,2,NA,NA,1
"1040",2,2003,0,2,NA,NA,1
"1041",2,2006,0,2,NA,NA,1
"1042",1,1964,1,2,300,313,1
"1043",2,1968,1,2,233,243,1
"1044",2,2001,0,2,NA,NA,1
"1045",2,2003,0,2,NA,NA,1
"1046",1,2005,0,2,NA,NA,1
"1047",2,1927,2,1,NA,NA,1
"1048",1,1977,1,2,361,761,1
"1049",1,2000,0,2,NA,NA,1
"1050",2,1977,1,2,177,246,1
"1051",2,2001,0,2,NA,NA,1
"1052",1,1961,1,1,NA,792,1
"1053",2,1963,1,1,90,930,1
"1054",1,1959,1,2,431,910,1
"1055",2,1963,1,2,NA,999,1
"1056",2,1989,5,2,216,285,1
"1057",1,1990,5,2,268,799,1
"1058",1,1970,1,2,392,234,1
"1059",2,1971,1,2,NA,NA,1
"1060",2,2006,0,2,NA,NA,1
"1061",1,1971,1,2,345,861,1
"1062",2,1975,1,2,583,313,1
"1063",2,2002,0,2,NA,NA,1
"1064",1,2005,0,2,NA,NA,1
"1065",1,1973,1,1,450,311,2
"1066",2,1971,1,1,80,399,2
"1067",1,2003,0,1,NA,NA,2
"1068",2,2007,0,1,NA,NA,2
"1069",1,1975,1,2,270,149,2
"1070",2,1977,1,2,160,313,2
"1071",1,2003,0,2,NA,NA,2
"1072",1,2006,0,2,NA,NA,2
"1073",1,1962,1,1,667,312,1
"1074",2,1968,1,1,110,247,1
"1075",2,1995,5,1,30,314,1
"1076",1,1997,5,1,NA,NA,1
"1077",1,1968,1,2,521,761,1
"1078",2,1974,1,2,211,313,1
"1079",2,1999,5,2,NA,NA,1
"1080",2,2001,0,2,NA,NA,1
"1081",1,2003,0,2,NA,NA,1
"1082",1,1973,1,1,310,431,1
"1083",2,1974,1,1,192,952,1
"1084",1,2001,0,1,NA,NA,1
"1085",2,2008,0,1,NA,NA,1
"1086",1,1975,1,2,NA,522,1
"1087",2,1975,1,1,NA,NA,1
"1088",2,2003,0,1,NA,NA,1
"1089",2,2008,0,1,NA,NA,1
"1090",1,1978,1,1,NA,NA,1
"1091",2,1978,1,1,NA,NA,1
"1092",2,2007,0,1,NA,NA,1
"1093",2,2010,0,1,NA,NA,1
"1094",1,1961,1,2,NA,873,1
"1095",2,1963,1,2,NA,NA,1
"1096",1,1993,5,2,78,442,1
"1097",1,1972,1,2,623,312,1
"1098",2,1973,1,2,129,259,1
"1099",1,2002,0,2,NA,NA,1
"1100",2,1948,2,1,NA,NA,2
"1101",1,1974,1,2,192,761,1
"1102",2,1975,1,2,142,952,1
"1103",2,1998,5,2,90,952,1
"1104",1,2000,0,2,40,952,1
"1105",1,2003,0,2,NA,NA,1
"1106",2,2006,0,2,NA,NA,1
"1107",1,1953,1,1,NA,510,1
"1108",2,1959,1,1,NA,NA,1
"1109",2,1981,5,1,209,246,1
"1110",2,1983,1,1,220,313,1
"1111",1,1979,1,1,470,222,1
"1112",1,1952,1,1,NA,510,1
"1113",2,1957,1,1,61,247,1
"1114",2,1989,5,1,130,313,1
"1115",2,1990,5,1,80,254,1
"1116",1,1946,1,1,NA,NA,1
"1117",2,1949,1,1,NA,NA,1
"1118",1,1975,1,1,280,921,2
"1119",1,1978,5,2,357,314,1
"1120",2,1981,1,1,NA,NA,2
"1121",2,2014,0,1,NA,NA,2
"1122",1,2016,0,1,NA,NA,2
"1123",1,1961,1,1,NA,773,1
"1124",2,1961,1,2,194,930,1
"1125",1,1990,5,2,218,773,1
"1126",2,1992,5,2,182,951,1
"1127",2,1995,5,2,27,313,1
"1128",1,1974,1,2,535,312,2
"1129",2,1976,1,2,NA,NA,2
"1130",2,2005,0,2,NA,NA,2
"1131",1,1947,1,1,175,942,1
"1132",2,1952,1,2,NA,NA,1
"1133",1,1980,5,1,NA,NA,1
"1134",1,1982,5,1,209,222,1
"1135",1,1943,1,1,NA,NA,1
"1136",2,1946,1,1,NA,NA,1
"1137",1,1973,5,1,100,320,1
"1138",2,1975,5,1,NA,NA,1
"1139",2,1942,2,1,NA,NA,1
"1140",1,1945,3,2,NA,NA,1
"1141",2,1922,2,2,NA,NA,1
"1142",2,1950,1,2,NA,NA,1
"1143",1,1941,1,2,40,941,1
"1144",2,1981,5,2,155,422,1
"1145",2,1934,2,1,NA,NA,1
"1146",2,1937,2,1,NA,NA,1
"1147",2,1935,1,1,NA,NA,2
"1148",1,1945,3,1,NA,NA,1
"1149",1,1942,1,1,15,521,1
"1150",2,1938,1,1,NA,NA,1
"1151",2,1960,2,2,NA,NA,1
"1152",1,1944,3,2,NA,NA,1
"1153",1,1958,4,1,NA,NA,1
"1154",1,1992,5,1,NA,NA,1
"1155",1,1932,1,1,NA,NA,1
"1156",2,1943,1,1,NA,NA,1
"1157",2,1941,2,2,NA,NA,1
"1158",1,1951,3,2,NA,NA,1
"1159",2,1994,5,2,345,312,1
"1160",1,1946,1,2,NA,NA,2
"1161",2,1948,1,2,NA,NA,2
"1162",1,1962,1,1,462,252,1
"1163",2,1963,1,1,589,252,1
"1164",1,1996,5,1,NA,NA,1
"1165",1,1943,1,2,NA,NA,1
"1166",2,1947,1,2,NA,NA,1
"1167",1,1967,1,2,584,312,1
"1168",2,1974,1,2,NA,NA,1
"1169",2,2004,0,2,NA,NA,1
"1170",2,2008,0,2,NA,NA,1
"1171",1,1967,1,2,271,521,1
"1172",2,1973,1,2,286,312,1
"1173",2,2000,0,2,NA,NA,1
"1174",1,2002,0,2,NA,NA,1
"1175",1,1945,2,2,NA,NA,1
"1176",1,1939,1,2,NA,NA,1
"1177",2,1943,1,2,NA,NA,1
"1178",2,1969,3,1,135,510,1
"1179",2,1997,5,1,NA,NA,1
"1180",2,1999,5,1,NA,NA,1
"1181",1,2006,0,1,NA,NA,1
"1182",1,1946,1,2,NA,NA,6
"1183",2,1952,1,2,NA,NA,6
"1184",2,1982,1,2,NA,NA,2
"1185",1,1979,1,2,226,752,2
"1186",1,2015,0,2,NA,NA,2
"1187",2,2015,0,2,NA,NA,2
"1188",1,2015,0,2,NA,NA,2
"1189",1,1954,1,1,88,941,1
"1190",2,1958,1,1,95,941,1
"1191",1,1985,5,2,NA,NA,1
"1192",1,1990,5,2,NA,NA,1
"1193",1,1935,1,2,NA,NA,1
"1194",2,1940,1,2,NA,NA,1
"1195",2,1939,2,2,NA,NA,1
"1196",2,1965,4,2,425,246,1
"1197",1,1989,5,2,260,521,1
"1198",1,1991,5,2,190,134,1
"1199",1,1976,1,2,400,841,5
"1200",2,1980,1,2,NA,NA,5
"1201",1,2006,0,2,NA,NA,5
"1202",2,2009,0,2,NA,NA,5
"1203",2,1950,2,2,NA,NA,1
"1204",2,1963,2,2,145,421,1
"1205",2,1985,1,2,68,246,2
"1206",2,1992,5,2,NA,NA,1
"1207",1,1994,5,2,NA,NA,1
"1208",1,1980,1,2,490,792,2
"1209",1,2010,0,2,NA,NA,2
"1210",2,2012,0,2,NA,NA,2
"1211",1,1960,1,2,NA,235,2
"1212",2,1963,1,1,155,864,2
"1213",2,1988,5,2,218,243,2
"1214",2,1990,5,2,NA,NA,2
"1215",2,1993,5,2,338,243,2
"1216",1,1974,1,1,NA,772,1
"1217",2,1976,1,1,NA,NA,1
"1218",1,2002,0,2,NA,NA,1
"1219",1,2006,0,2,NA,NA,1
"1220",1,2011,0,2,NA,NA,1
"1221",1,1941,1,2,NA,NA,1
"1222",2,1942,1,1,NA,NA,1
"1223",2,1971,5,1,104,254,1
"1224",2,1938,2,2,NA,NA,1
"1225",1,1942,1,2,NA,NA,1
"1226",2,1948,1,2,NA,NA,1
"1227",1,1970,5,2,NA,NA,1
"1228",1,1972,5,2,178,799,1
"1229",1,1964,1,2,348,313,2
"1230",2,1967,1,1,NA,NA,2
"1231",2,1991,1,1,NA,NA,2
"1232",2,2001,0,1,NA,NA,2
"1233",1,1992,1,2,280,312,2
"1234",1,2014,0,1,NA,NA,2
"1235",2,2014,0,1,NA,NA,2
"1236",1,1970,1,2,258,773,1
"1237",2,1971,1,2,160,722,1
"1238",1,1996,5,2,NA,NA,1
"1239",1,1999,5,2,NA,NA,1
"1240",1,1941,1,2,NA,NA,1
"1241",2,1941,1,2,NA,NA,1
"1242",1,1978,5,2,NA,NA,1
"1243",2,1934,2,2,NA,NA,1
"1244",2,1944,2,1,NA,NA,1
"1245",1,1953,1,2,NA,NA,1
"1246",2,1952,1,2,170,930,1
"1247",1,1984,5,2,NA,NA,1
"1248",1,1977,1,2,683,239,2
"1249",2,1977,1,2,NA,NA,2
"1250",1,2006,0,2,NA,NA,2
"1251",1,2008,0,2,NA,NA,2
"1252",1,1973,1,1,775,510,2
"1253",2,1978,1,1,NA,NA,2
"1254",1,2003,0,1,NA,NA,2
"1255",2,2005,0,1,NA,NA,2
"1256",1,2014,0,1,NA,NA,2
"1257",1,1971,1,1,NA,521,1
"1258",2,1973,1,1,NA,NA,1
"1259",2,1995,5,1,180,311,1
"1260",1,1999,5,1,NA,NA,1
"1261",2,1932,2,1,NA,NA,1
"1262",2,1964,5,1,NA,422,2
"1263",2,1940,2,1,24,951,1
"1264",2,1929,2,1,NA,NA,1
"1265",1,1976,1,2,548,510,2
"1266",2,1980,1,2,NA,NA,2
"1267",2,2007,0,2,NA,NA,2
"1268",2,2014,0,2,NA,NA,2
"1269",2,1933,2,1,18,922,1
"1270",1,1976,1,2,383,285,1
"1271",2,1979,1,2,NA,NA,1
"1272",2,2008,0,2,NA,NA,1
"1273",2,2012,0,2,NA,NA,1
"1274",1,2016,0,2,NA,NA,1
"1275",2,1978,1,1,NA,NA,1
"1276",2,1981,5,2,603,320,1
"1277",1,1978,1,1,NA,241,1
"1278",1,2006,0,1,NA,NA,1
"1279",1,2015,0,1,NA,NA,1
"1280",1,1968,1,2,720,411,1
"1281",2,1970,1,2,167,399,1
"1282",2,1998,5,2,NA,NA,1
"1283",2,2001,0,2,NA,NA,1
"1284",1,2007,0,2,NA,NA,1
"1285",1,1954,1,2,NA,NA,1
"1286",2,1956,1,2,NA,NA,1
"1287",1,1983,5,1,90,930,1
"1288",1,1984,5,2,NA,442,1
"1289",1,1957,1,2,NA,NA,1
"1290",2,1962,1,2,NA,NA,1
"1291",1,1984,1,2,292,246,2
"1292",2,1987,5,2,253,311,1
"1293",2,1985,1,2,161,314,2
"1294",1,2012,0,2,NA,NA,2
"1295",2,2014,0,2,NA,NA,2
"1296",1,1963,1,2,NA,442,1
"1297",2,1968,1,1,NA,NA,1
"1298",2,1992,5,2,195,247,1
"1299",2,1994,5,2,150,281,1
"1300",1,1942,1,1,NA,NA,1
"1301",2,1945,1,1,NA,NA,1
"1302",2,1983,5,2,450,330,1
"1303",2,1929,2,2,NA,NA,1
"1304",1,1940,2,1,NA,NA,2
"1305",1,1970,1,2,933,222,2
"1306",2,1943,2,1,NA,NA,1
"1307",2,1973,1,1,341,312,2
"1308",1,2010,0,1,NA,NA,2
"1309",1,1953,1,2,45,231,1
"1310",2,1956,1,1,NA,NA,1
"1311",1,1988,5,2,366,222,1
"1312",1,1991,5,2,NA,NA,1
"1313",1,1936,1,1,NA,NA,1
"1314",2,1935,1,1,NA,NA,1
"1315",1,1936,2,1,NA,NA,1
"1316",1,1932,1,2,NA,NA,1
"1317",2,1935,1,2,NA,NA,1
"1318",1,1966,1,2,708,411,1
"1319",2,1969,1,2,192,152,1
"1320",2,1999,5,2,NA,NA,1
"1321",1,1966,1,1,1003,223,1
"1322",2,1969,1,1,NA,247,1
"1323",2,1996,5,1,NA,NA,1
"1324",2,1999,5,1,NA,NA,1
"1325",1,1963,1,2,NA,312,1
"1326",2,1972,1,2,NA,312,1
"1327",1,1994,5,2,NA,NA,1
"1328",2,1998,5,2,NA,NA,1
"1329",1,1967,1,1,NA,NA,1
"1330",2,1968,1,1,633,243,1
"1331",1,1998,5,1,NA,NA,1
"1332",2,2001,0,1,NA,NA,1
"1333",1,1951,1,1,NA,873,1
"1334",2,1958,1,1,200,313,1
"1335",2,1991,5,1,216,421,1
"1336",2,1949,2,1,NA,NA,1
"1337",1,1965,1,2,325,313,1
"1338",2,1966,1,2,150,521,1
"1339",2,1997,5,2,NA,NA,1
"1340",1,1957,4,2,NA,873,1
"1341",2,1962,4,2,NA,441,2
"1342",1,2002,0,2,NA,NA,2
"1343",1,1974,1,2,NA,521,7
"1344",2,1977,1,2,NA,521,7
"1345",2,2005,0,2,NA,NA,7
"1346",1,2011,0,2,NA,NA,7
"1347",1,1968,1,2,1263,320,1
"1348",2,1971,1,2,NA,NA,1
"1349",1,2001,0,2,NA,NA,1
"1350",2,2004,0,2,NA,NA,1
"1351",1,1936,1,2,NA,NA,1
"1352",2,1937,1,1,NA,NA,1
"1353",1,1971,1,2,NA,139,1
"1354",2,1976,1,2,833,320,1
"1355",2,2006,0,2,NA,NA,1
"1356",1,2009,0,2,NA,NA,1
"1357",2,1935,2,1,NA,NA,1
"1358",1,1957,1,1,NA,NA,1
"1359",2,1964,1,1,158,313,1
"1360",1,1955,1,2,450,773,1
"1361",2,1961,1,2,190,259,1
"1362",1,1988,5,2,170,281,1
"1363",1,1991,5,2,34,521,1
"1364",1,1961,1,1,1000,233,1
"1365",2,1965,1,1,NA,NA,1
"1366",2,1990,5,1,220,247,1
"1367",1,1992,5,1,NA,NA,1
"1368",2,2001,0,1,NA,NA,1
"1369",1,1971,1,2,533,312,6
"1370",2,1973,1,1,NA,521,6
"1371",1,2002,0,2,NA,NA,6
"1372",2,1949,2,1,85,952,6
"1373",1,2005,0,2,NA,NA,6
"1374",2,1936,2,1,NA,NA,1
"1375",2,1945,3,1,NA,NA,2
"1376",1,1942,5,2,NA,NA,2
"1377",2,1957,3,2,NA,NA,1
"1378",1,1980,1,2,308,222,1
"1379",2,1979,1,2,80,314,1
"1380",1,2008,0,2,NA,NA,1
"1381",1,1965,1,2,NA,441,2
"1382",2,1966,1,2,NA,442,2
"1383",1,1999,5,2,NA,NA,2
"1384",2,1956,3,2,NA,NA,2
"1385",2,1983,1,2,300,313,2
"1386",2,1985,5,1,335,311,2
"1387",1,2009,0,2,NA,NA,2
"1388",1,1984,1,2,333,899,2
"1389",1,1972,1,1,1200,320,2
"1390",2,1975,1,1,NA,NA,2
"1391",2,2001,0,1,NA,NA,2
"1392",1,2004,0,1,NA,NA,2
"1393",2,2011,0,1,NA,NA,2
"1394",2,1938,2,1,NA,NA,1
"1395",1,1940,1,2,NA,NA,2
"1396",2,1945,1,2,NA,NA,2
"1397",2,1939,2,1,NA,521,1
"1398",1,1933,1,2,NA,NA,1
"1399",2,1934,1,2,NA,NA,1
"1400",1,1950,1,2,NA,NA,1
"1401",2,1956,1,2,168,951,1
"1402",2,1983,5,2,266,247,1
"1403",2,1986,5,2,NA,NA,1
"1404",1,1979,1,2,400,135,1
"1405",2,1978,1,2,413,314,1
"1406",2,2012,0,2,NA,NA,1
"1407",1,2014,0,2,NA,NA,1
"1408",1,1930,1,2,NA,NA,1
"1409",2,1939,1,1,NA,NA,1
"1410",2,1940,2,1,NA,NA,1
"1411",1,1942,1,1,NA,922,2
"1412",2,1944,1,1,50,421,2
"1413",1,1972,1,1,NA,873,2
"1414",2,1979,1,1,267,312,2
"1415",2,2002,0,1,NA,NA,2
"1416",1,2006,0,1,NA,NA,2
"1417",1,1981,1,2,267,312,1
"1418",2,1949,2,2,NA,NA,1
"1419",2,1985,1,2,91,259,1
"1420",1,2011,0,2,NA,NA,1
"1421",1,2014,0,2,NA,NA,1
"1422",1,2016,0,2,NA,NA,1
"1423",1,1948,1,1,NA,NA,1
"1424",2,1952,1,1,NA,NA,1
"1425",1,1958,1,1,138,952,1
"1426",2,1958,1,1,160,941,1
"1427",1,1984,5,1,250,422,1
"1428",1,1936,1,2,NA,NA,1
"1429",2,1938,1,2,NA,NA,1
